FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,operateur,geometry,lon,lat,operateur_clean,zone
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2969,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",POINT (0.3032083333333333 10.996651666666667),0.3032083333333333,10.996651666666667,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2968,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",POINT (0.3600592001272428 10.717565088366083),0.3600592001272428,10.717565088366083,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2967,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.231485 10.878860000000001),0.231485,10.878860000000001,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2966,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",POINT (0.36035 10.717921666666665),0.36035,10.717921666666665,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2965,Maritime,Golfe,Golfe 1,Bè-Est,Nsp,POINT (1.2845533333333332 6.171833333333333),1.2845533333333332,6.171833333333333,Inconnu,Grand Lomé
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2964,Savanes,Tône,Tône 1,Toaga,Togocom,POINT (0.2489566666666667 10.885906666666665),0.2489566666666667,10.885906666666665,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2963,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",POINT (0.3603193341104241 10.718124249426852),0.3603193341104241,10.718124249426852,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2962,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Togocom,POINT (0.3601712447675913 10.718348622033448),0.3601712447675913,10.718348622033448,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2961,Savanes,Tône,Tône 1,Toaga,Togocom,POINT (0.2392606758149832 10.882063923216391),0.2392606758149832,10.882063923216391,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2960,Savanes,Cinkassé,Cinkassé 2,Nadjoundi,"Moov, Togocom",POINT (0.1864104159983782 11.00668450253974),0.1864104159983782,11.00668450253974,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-295f,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Nayéga,"Moov, Togocom",POINT (0.4091616666666667 10.751848333333331),0.4091616666666667,10.751848333333331,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-295e,Savanes,Tône,Tône 1,Dapaong,Togocom,POINT (0.2020216666666666 10.865521666666666),0.2020216666666666,10.865521666666666,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-295d,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2020533333333333 10.865516666666668),0.2020533333333333,10.865516666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-295c,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2017816666666667 10.865371666666666),0.2017816666666667,10.865371666666666,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-295b,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.20137 10.866153333333333),0.20137,10.866153333333333,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-295a,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2026883333333333 10.864476666666667),0.2026883333333333,10.864476666666667,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2959,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2026296669965144 10.864457306134542),0.2026296669965144,10.864457306134542,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2958,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.19946 10.864713333333334),0.19946,10.864713333333334,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2957,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.20313 10.864866666666668),0.20313,10.864866666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2956,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2032233333333333 10.864973333333333),0.2032233333333333,10.864973333333333,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2955,Savanes,Cinkassé,Cinkassé 2,Nadjoundi,Moov,POINT (0.1919290572081031 11.012449060371543),0.1919290572081031,11.012449060371543,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2954,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.19793 10.864121666666666),0.19793,10.864121666666666,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2953,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.1995246969729944 10.868651333587971),0.1995246969729944,10.868651333587971,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2952,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.1999333333333334 10.867818333333332),0.1999333333333334,10.867818333333332,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2951,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2044666666666667 10.863693333333334),0.2044666666666667,10.863693333333334,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2950,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.1994633333333334 10.868625000000002),0.1994633333333334,10.868625000000002,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-294f,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.1943983333333333 10.863111666666668),0.1943983333333333,10.863111666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-294e,Savanes,Tône,Tône 1,Dapaong,Togocom,POINT (0.2040916666666667 10.863585),0.2040916666666667,10.863585,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-294d,Savanes,Tône,Tône 4,Korbongou,Moov,POINT (0.3696533333333333 10.942331666666666),0.3696533333333333,10.942331666666666,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-294c,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.1921566666666667 10.861663333333334),0.1921566666666667,10.861663333333334,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-294b,Savanes,Tône,Tône 4,Louanga,"Moov, Togocom",POINT (0.3324983333333333 10.892733333333334),0.3324983333333333,10.892733333333334,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-294a,Savanes,Tône,Tône 4,Louanga,"Moov, Togocom",POINT (0.33101 10.903838333333333),0.33101,10.903838333333333,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2949,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",POINT (0.377745 10.725439999999999),0.377745,10.725439999999999,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2948,Savanes,Cinkassé,Cinkassé 2,Nadjoundi,"Moov, Togocom",POINT (0.1797596499930003 11.028229950523473),0.1797596499930003,11.028229950523473,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2947,Savanes,Tône,Tône 1,Dapaong,Nsp,POINT (0.2036435954424676 10.864215254278882),0.2036435954424676,10.864215254278882,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2946,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.19917 10.868955000000001),0.19917,10.868955000000001,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2945,Savanes,Tône,Tône 2,Naki-Ouest,Nsp,POINT (0.093384896667069 10.90627849910268),0.093384896667069,10.90627849910268,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2944,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2039571787728624 10.863133222132358),0.2039571787728624,10.863133222132358,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2943,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",POINT (0.3799806764482449 10.727152510028883),0.3799806764482449,10.727152510028883,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2942,Savanes,Tône,Tône 3,Warkambou,Togocom,POINT (-0.0347316666666667 10.783750000000001),-0.0347316666666667,10.783750000000001,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2941,Savanes,Cinkassé,Cinkassé 2,Nadjoundi,Moov,POINT (0.1922254393991932 11.032544777826768),0.1922254393991932,11.032544777826768,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2940,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",POINT (0.382567526932995 10.728348957265222),0.382567526932995,10.728348957265222,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-293f,Savanes,Tône,Tône 2,Naki-Ouest,Moov,POINT (0.0914716666666667 10.906164999999998),0.0914716666666667,10.906164999999998,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-293e,Maritime,Zio,Zio 3,Agbélouvé,Nsp,POINT (1.1673550000000001 6.674436666666666),1.1673550000000001,6.674436666666666,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-293d,Maritime,Zio,Zio 3,Agbélouvé,"Moov, Togocom",POINT (1.169835527954165 6.681035540158565),1.169835527954165,6.681035540158565,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-293c,Maritime,Zio,Zio 3,Agbélouvé,"Moov, Togocom",POINT (1.1663354799892047 6.6729037819230985),1.1663354799892047,6.6729037819230985,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-293b,Plateaux,Akébou,Akébou 1,Kougnohou,Togocom,POINT (0.7936278586123118 7.647733964939098),0.7936278586123118,7.647733964939098,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-293a,Maritime,Zio,Zio 3,Agbélouvé,"Moov, Togocom",POINT (1.1614733333333334 6.670964999999999),1.1614733333333334,6.670964999999999,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2939,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",POINT (0.0204733333333333 11.098993333333333),0.0204733333333333,11.098993333333333,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2938,Savanes,Cinkassé,Cinkassé 2,Biankouri,"Moov, Togocom",POINT (0.05283 11.015391666666668),0.05283,11.015391666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2937,Savanes,Cinkassé,Cinkassé 1,Cinkassé,"Moov, Togocom",POINT (0.0198 11.098811666666666),0.0198,11.098811666666666,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2936,Maritime,Zio,Zio 1,Tsévié,"Moov, Togocom",POINT (1.2108433333333333 6.420000000000001),1.2108433333333333,6.420000000000001,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2935,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2048133333333334 10.864156666666668),0.2048133333333334,10.864156666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2934,Savanes,Tône,Tône 1,Toaga,"Moov, Togocom",POINT (0.267025 10.944621666666668),0.267025,10.944621666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2933,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2044129808458262 10.863586871844447),0.2044129808458262,10.863586871844447,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2932,Savanes,Tône,Tône 1,Toaga,"Moov, Togocom",POINT (0.266925 10.944346666666668),0.266925,10.944346666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2931,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.2983533333333333 10.976244999999999),0.2983533333333333,10.976244999999999,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2930,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",POINT (0.3798630730591543 10.727067384405697),0.3798630730591543,10.727067384405697,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-292f,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2040113656165219 10.863058844873635),0.2040113656165219,10.863058844873635,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-292e,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.1967966666666667 10.872485),0.1967966666666667,10.872485,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-292d,Savanes,Tône,Tône 4,Kantindi,"Moov, Togocom",POINT (0.2675693972280633 10.944003937325009),0.2675693972280633,10.944003937325009,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-292c,Savanes,Tône,Tône 4,Kantindi,"Moov, Togocom",POINT (0.2674993987542178 10.943975425708386),0.2674993987542178,10.943975425708386,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-292b,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2054233333333334 10.864293333333334),0.2054233333333334,10.864293333333334,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-292a,Savanes,Tône,Tône 4,Korbongou,Nsp,POINT (0.3517743875871579 10.910086581295944),0.3517743875871579,10.910086581295944,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2929,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.2038874741730438 10.864781551996135),0.2038874741730438,10.864781551996135,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2928,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",POINT (0.092949446818035 10.906370926363968),0.092949446818035,10.906370926363968,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2927,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",POINT (0.1792183333333333 10.854684999999998),0.1792183333333333,10.854684999999998,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2926,Savanes,Tône,Tône 2,Naki-Ouest,Togocom,POINT (0.0929539586711017 10.906372046964869),0.0929539586711017,10.906372046964869,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2925,Savanes,Tône,Tône 3,Warkambou,Moov,POINT (0.0035433333333333 10.800401666666668),0.0035433333333333,10.800401666666668,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2924,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.3588037508670197 10.906378989353229),0.3588037508670197,10.906378989353229,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2923,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.3583025944405935 10.906148627185381),0.3583025944405935,10.906148627185381,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2922,Savanes,Tône,Tône 4,Korbongou,Moov,POINT (0.3581466708877847 10.90596200924057),0.3581466708877847,10.90596200924057,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2921,Savanes,Tône,Tône 4,Kantindi,"Moov, Togocom",POINT (0.2786824147001287 10.894600204043309),0.2786824147001287,10.894600204043309,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2920,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",POINT (0.0950041621955588 10.905690638936512),0.0950041621955588,10.905690638936512,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-291f,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",POINT (0.0934435898356416 10.906217308843761),0.0934435898356416,10.906217308843761,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-291e,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",POINT (0.092375 10.906816666666668),0.092375,10.906816666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-291d,Savanes,Tône,Tône 2,Naki-Ouest,Moov,POINT (0.0922826426327096 10.906604273736766),0.0922826426327096,10.906604273736766,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-291c,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.2998383333333334 10.9316),0.2998383333333334,10.9316,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-291b,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",POINT (0.092054188412981 10.906532035799557),0.092054188412981,10.906532035799557,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-291a,Savanes,Oti-Sud,Oti-Sud 1,Mogou,Nsp,POINT (0.6441516325338709 10.383212723912587),0.6441516325338709,10.383212723912587,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2919,Savanes,Oti,Oti 1,Faré,"Moov, Togocom",POINT (0.393440574095371 10.179847402403539),0.393440574095371,10.179847402403539,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2918,Savanes,Tône,Tône 2,Naki-Ouest,Moov,POINT (0.093792401455292 10.906098835317358),0.093792401455292,10.906098835317358,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2917,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.304640416586605 10.914779707853825),0.304640416586605,10.914779707853825,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2916,Savanes,Tône,Tône 1,Poissongui,Moov,POINT (0.2017616666666667 11.057391666666668),0.2017616666666667,11.057391666666668,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2915,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,"Moov, Togocom",POINT (0.17861 10.729180000000001),0.17861,10.729180000000001,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2914,Savanes,Tône,Tône 2,Naki-Ouest,Moov,POINT (0.1148514582800882 10.914356495021487),0.1148514582800882,10.914356495021487,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2913,Savanes,Oti,Oti 1,Sadori,"Moov, Togocom",POINT (0.4011966666666666 10.244228333333332),0.4011966666666666,10.244228333333332,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2912,Savanes,Tône,Tône 4,Louanga,Togocom,POINT (0.328350529186266 10.910199983932833),0.328350529186266,10.910199983932833,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2911,Savanes,Tône,Tône 4,Louanga,Togocom,POINT (0.3864958167500126 10.831390445796908),0.3864958167500126,10.831390445796908,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2910,Savanes,Tône,Tône 1,Kourientre,Togocom,POINT (0.2250895713090332 10.977551597874985),0.2250895713090332,10.977551597874985,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-290f,Savanes,Tône,Tône 4,Korbongou,Moov,POINT (0.326934611309166 10.910694348746073),0.326934611309166,10.910694348746073,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-290e,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Nsp,POINT (0.012975 11.100688333333334),0.012975,11.100688333333334,Inconnu,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-290d,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.3046693863308753 10.914702655329195),0.3046693863308753,10.914702655329195,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-290c,Savanes,Tône,Tône 4,Louanga,"Moov, Togocom",POINT (0.3146249802372387 10.900095192812675),0.3146249802372387,10.900095192812675,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-290b,Savanes,Oti,Oti 1,Mango,"Moov, Togocom",POINT (0.472685 10.35881),0.472685,10.35881,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-290a,Savanes,Tône,Tône 1,Toaga,"Moov, Togocom",POINT (0.2648449007727379 10.886283174079104),0.2648449007727379,10.886283174079104,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2909,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.3223658693141428 10.911889851930953),0.3223658693141428,10.911889851930953,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2908,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.298085 10.975646666666668),0.298085,10.975646666666668,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2907,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.298015 10.976141666666669),0.298015,10.976141666666669,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2906,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.2988466666666667 10.976135),0.2988466666666667,10.976135,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2905,Savanes,Tône,Tône 4,Korbongou,Moov,POINT (0.2996283333333333 10.976394999999998),0.2996283333333333,10.976394999999998,Moov,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2904,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",POINT (0.3034927367315895 10.9971097003508),0.3034927367315895,10.9971097003508,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2903,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",POINT (0.2950316666666666 11.044009999999998),0.2950316666666666,11.044009999999998,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2902,Savanes,Tône,Tône 4,Sanfatoute,"Moov, Togocom",POINT (0.2947742357430775 11.044710399998342),0.2947742357430775,11.044710399998342,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2901,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",POINT (0.00158 10.747784999999999),0.00158,10.747784999999999,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-2900,Savanes,Tône,Tône 4,Korbongou,"Moov, Togocom",POINT (0.3153111407171695 10.91308189081557),0.3153111407171695,10.91308189081557,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-28ff,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Togocom,POINT (0.0021834469596853 10.747610942233418),0.0021834469596853,10.747610942233418,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-28fe,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",POINT (0.107485 10.955029999999999),0.107485,10.955029999999999,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-28fd,Savanes,Tône,Tône 2,Naki-Ouest,"Moov, Togocom",POINT (0.1075129121354829 10.95503283977699),0.1075129121354829,10.95503283977699,"Moov, Togocom",Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-28fc,Savanes,Oti,Oti 1,Mango,Togocom,POINT (0.4761264509156675 10.357292615662566),0.4761264509156675,10.357292615662566,Togocom,Intérieur
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-28fb,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,POINT (1.2082212315638385 6.157833043787537),1.2082212315638385,6.157833043787537,Inconnu,Grand Lomé
_mview_tel_agents_mobile_money.fid--1b6ae3e2_1a0a04a3872_-28fa,Maritime,Golfe,Golfe 3,Bè-Ouest,Nsp,POINT (1.2081650383383553 6.157060118657945),1.2081650383383553,6.157060118657945,Inconnu,Grand Lomé
